Date_Time,Date,Time,Alfred Place,Birrarung Marr,Bourke St-Russell St (West),Bourke Street Mall (North),Bourke Street Mall (South),Chinatown-Lt Bourke St (South),Chinatown-Swanston St (North),City Square,Collins Place (North),Collins Place (South),Collins St (North),Flagstaff Station,Flinders St-Elizabeth St (East),Flinders St-Spark La,Flinders St-Spring St (West),Flinders St-Swanston St (West),Flinders Street Station Underpass,Grattan St-Swanston St (West),Lonsdale St-Spring St (West),Lonsdale St (South),Lygon St (East),Lygon St (West),Melbourne Central,Melbourne Convention Exhibition Centre,Monash Rd-Swanston St (West),New Quay,Princes Bridge,Queen St (West),QV Market-Elizabeth St (West),QV Market-Peel St,Sandridge Bridge,Southbank,Southern Cross Station,Spencer St-Collins St (North),Spencer St-Collins St (South),St Kilda Rd-Alexandra Gardens,State Library,The Arts Centre,Tin Alley-Swanston St (West),Town Hall (West),Victoria Point,Waterfront City,Webb Bridge
2019-01-14T11:00:00Z,2019-01-14,22,65,NA,627,327,221,393,420,NA,58,140,227,NA,NA,290,154,272,980,52,152,19,188,485,555,311,44,245,702,91,271,85,393,1670,118,513,107,526,478,301,47,631,57,85,67
2019-01-14T12:00:00Z,2019-01-14,23,38,NA,443,158,135,202,242,NA,73,91,197,NA,NA,389,164,195,692,20,68,61,55,206,394,228,7,106,720,80,212,59,364,1809,69,359,57,614,204,245,10,501,19,28,42
2019-01-14T13:00:00Z,2019-01-15,0,25,NA,272,68,84,79,99,NA,27,49,60,NA,NA,25,22,137,278,22,12,69,26,50,200,95,5,64,188,40,194,34,113,442,38,224,67,131,120,105,1,190,9,13,18
2019-01-14T14:00:00Z,2019-01-15,1,18,NA,129,40,32,55,75,NA,17,15,35,NA,NA,11,6,54,72,3,13,107,8,26,79,43,NA,5,45,14,91,16,24,83,23,38,17,54,50,38,2,68,2,4,13
2019-01-14T15:00:00Z,2019-01-15,2,1,NA,72,21,9,27,52,NA,4,10,18,NA,NA,4,1,44,35,6,1,90,2,8,44,57,1,17,23,16,58,7,12,37,2,39,16,31,24,47,1,35,6,8,2
2019-01-14T16:00:00Z,2019-01-15,3,1,NA,61,13,22,28,28,NA,NA,3,10,NA,NA,3,2,8,41,1,2,48,7,NA,24,13,NA,1,14,8,54,4,12,25,4,29,9,6,11,38,NA,18,3,2,2
2019-01-14T17:00:00Z,2019-01-15,4,6,NA,45,7,8,35,6,NA,5,11,6,NA,NA,9,7,22,53,11,9,42,8,9,13,20,1,6,41,8,31,4,24,46,4,32,7,9,16,58,3,26,2,NA,2
2019-01-14T18:00:00Z,2019-01-15,5,49,NA,40,32,32,14,25,NA,39,77,32,NA,NA,29,25,87,225,11,16,20,10,19,50,61,1,18,37,18,76,14,105,169,118,242,39,63,32,128,5,73,17,2,59
2019-01-14T19:00:00Z,2019-01-15,6,108,NA,106,4,71,31,34,NA,150,204,170,NA,NA,62,94,358,839,40,117,88,8,25,145,222,20,132,88,76,142,47,272,995,598,935,238,191,88,469,33,199,74,27,172
2019-01-14T20:00:00Z,2019-01-15,7,339,NA,156,165,275,95,115,NA,735,763,460,NA,NA,165,237,1120,1801,98,238,129,55,71,199,623,60,262,169,257,334,85,674,1969,2056,2265,680,446,278,993,45,511,319,71,421
2019-01-14T21:00:00Z,2019-01-15,8,774,NA,295,908,668,144,195,NA,1724,2002,901,NA,NA,242,608,2411,3973,267,649,383,152,102,461,881,295,407,351,693,637,142,1363,4138,3764,4102,1497,659,668,1792,149,981,563,80,587
2019-01-14T22:00:00Z,2019-01-15,9,714,NA,332,880,859,231,150,NA,820,1212,1097,NA,NA,189,425,1574,2112,265,481,285,132,95,392,549,183,217,494,615,684,157,728,2554,2157,2762,910,1123,608,912,85,1181,370,36,287
2019-01-14T23:00:00Z,2019-01-15,10,466,NA,449,1242,1300,246,246,NA,450,827,1115,NA,NA,250,341,1014,1474,251,366,413,141,176,523,564,152,113,488,506,818,178,523,2304,688,1691,610,1262,615,871,72,1634,236,14,173
2019-01-15T00:00:00Z,2019-01-15,11,477,NA,606,1662,1720,368,389,NA,407,661,1238,NA,NA,175,214,1147,1423,285,413,286,152,155,680,643,154,188,583,442,1019,161,476,1933,690,1627,536,1266,727,1006,63,1998,210,47,207
2019-01-15T01:00:00Z,2019-01-15,12,1195,NA,1108,2718,2756,559,921,NA,575,1588,2010,NA,NA,223,450,1609,1994,373,710,889,273,240,1158,840,255,324,675,957,1526,268,525,3167,1566,2470,1103,1590,1200,1290,91,2969,428,109,498
2019-01-15T02:00:00Z,2019-01-15,13,1118,NA,1236,2728,2970,537,923,NA,657,1522,2118,NA,NA,169,399,1557,2103,406,755,839,255,311,1152,898,258,319,718,793,1417,232,490,3212,1252,2325,1003,1746,1270,1330,61,3203,348,88,422
2019-01-15T03:00:00Z,2019-01-15,14,455,NA,966,1945,2032,415,706,NA,423,845,1518,NA,NA,61,226,1110,1638,299,464,610,176,224,1105,832,176,186,615,522,743,187,510,2218,707,1732,534,1585,1097,1294,44,2589,205,62,212
2019-01-15T04:00:00Z,2019-01-15,15,414,NA,854,1798,1979,415,762,NA,524,663,1312,NA,NA,70,325,1183,2070,300,342,597,159,258,1092,986,208,262,732,472,527,142,665,2476,1156,2189,485,1584,1215,1262,63,2560,318,60,230
2019-01-15T05:00:00Z,2019-01-15,16,460,NA,812,1948,1949,381,727,NA,1029,695,1278,NA,NA,122,454,1861,2889,293,350,586,155,227,1087,1131,358,298,834,629,574,146,1018,3288,2612,3408,753,1895,1305,1561,58,2731,565,61,384
2019-01-15T06:00:00Z,2019-01-15,17,684,NA,1079,2165,2104,497,913,NA,1760,1209,1321,NA,NA,127,650,2503,4768,408,553,870,207,282,1426,1531,381,486,1348,801,551,195,1824,5109,3463,4939,1312,2803,1884,2644,145,3031,809,114,699
2019-01-15T07:00:00Z,2019-01-15,18,323,NA,971,1680,1544,624,1008,NA,762,603,809,NA,NA,101,362,1292,2672,233,316,832,236,421,1349,1294,186,638,1114,481,573,181,1094,3756,1370,2418,534,1984,1362,1618,80,2497,313,179,437
2019-01-15T08:00:00Z,2019-01-15,19,196,NA,1039,1395,737,530,1071,NA,262,297,470,NA,NA,126,150,686,1614,138,205,868,240,674,1190,724,161,448,926,252,496,163,573,2965,461,1348,280,1265,1164,615,50,1813,151,140,210
2019-01-15T09:00:00Z,2019-01-15,20,148,NA,879,890,441,642,915,NA,94,161,353,NA,NA,147,108,484,1323,96,190,140,263,730,1053,647,88,598,874,186,470,121,443,2624,214,803,191,747,925,610,59,1335,102,170,164
2019-01-15T10:00:00Z,2019-01-15,21,102,NA,715,619,295,495,722,NA,87,211,326,NA,NA,144,88,386,1306,118,119,66,238,655,883,590,84,487,914,210,346,120,459,2543,152,819,145,748,760,1231,52,1074,65,176,147
2019-01-15T11:00:00Z,2019-01-15,22,117,NA,657,374,179,493,501,NA,77,127,218,NA,NA,171,119,362,1122,48,173,83,132,370,610,499,34,315,823,138,312,107,389,2319,117,635,136,702,494,444,15,722,40,84,124
2019-01-15T12:00:00Z,2019-01-15,23,46,NA,339,241,111,241,301,NA,64,72,165,NA,NA,105,68,232,710,26,52,130,73,264,343,225,7,138,468,93,257,28,284,1306,61,355,77,476,211,220,9,374,16,45,36
2019-01-15T13:00:00Z,2019-01-16,0,17,NA,237,95,50,90,132,NA,9,39,49,NA,NA,27,19,107,312,22,20,215,8,83,192,214,4,70,212,36,143,25,128,397,40,144,52,120,137,129,5,156,7,29,27
2019-01-15T14:00:00Z,2019-01-16,1,5,NA,94,42,30,61,88,NA,7,20,22,NA,NA,10,13,47,77,7,9,160,15,43,93,56,1,15,35,21,100,13,23,101,16,43,23,48,51,62,1,105,10,6,9
2019-01-15T15:00:00Z,2019-01-16,2,2,NA,79,21,20,30,32,NA,7,11,2,NA,NA,14,10,50,49,12,8,84,4,5,51,126,2,8,16,16,77,12,21,79,5,18,13,88,42,41,3,37,1,1,1
2019-01-15T16:00:00Z,2019-01-16,3,7,NA,61,28,12,31,20,NA,1,9,15,NA,NA,6,2,20,41,7,8,36,2,6,23,29,NA,7,18,7,49,3,16,50,5,8,15,6,19,31,NA,35,2,1,4
2019-01-15T17:00:00Z,2019-01-16,4,6,NA,41,12,26,12,17,NA,4,11,12,NA,NA,6,5,38,50,15,10,23,10,23,31,30,NA,4,17,6,25,5,30,48,11,36,2,9,16,51,1,36,5,1,2
2019-01-15T18:00:00Z,2019-01-16,5,28,NA,30,23,25,32,13,NA,37,69,34,NA,NA,22,12,95,227,23,23,31,12,16,46,106,3,22,38,18,72,11,94,181,119,273,45,82,20,92,1,67,23,1,56
2019-01-15T19:00:00Z,2019-01-16,6,81,NA,84,119,75,25,25,NA,144,211,131,NA,NA,44,90,381,830,105,101,53,9,31,113,299,17,99,92,77,112,31,266,917,573,974,224,345,83,378,23,240,84,25,178
2019-01-15T20:00:00Z,2019-01-16,7,349,NA,154,353,250,72,71,NA,716,780,513,NA,NA,120,230,1116,1717,106,225,130,44,64,201,737,35,238,150,259,241,71,666,1882,2108,2154,763,929,271,777,55,517,327,63,423
2019-01-15T21:00:00Z,2019-01-16,8,757,NA,309,850,578,201,129,NA,1660,1881,879,NA,NA,115,545,2394,3834,368,665,311,133,130,417,854,192,433,388,704,466,177,1373,4089,3509,4057,1298,1660,626,1410,159,925,499,95,607
2019-01-15T22:00:00Z,2019-01-16,9,705,330,349,899,907,253,161,NA,854,1217,973,NA,NA,156,460,1556,2079,433,514,376,139,123,444,656,200,237,387,657,540,132,759,2610,2136,2656,896,1197,636,862,122,1233,408,43,283
2019-01-15T23:00:00Z,2019-01-16,10,457,3049,527,1370,1392,319,275,NA,480,789,1293,NA,NA,218,327,1114,1375,291,455,439,146,152,614,632,153,191,504,542,639,168,552,2224,713,1845,544,1686,684,1143,78,1755,226,45,207
2019-01-16T00:00:00Z,2019-01-16,11,468,2275,648,1941,1761,436,550,NA,449,720,1537,NA,NA,195,248,1162,1537,418,483,570,197,177,764,670,163,248,800,519,675,194,552,2422,767,1745,640,2018,844,1949,70,2453,249,78,250
2019-01-16T01:00:00Z,2019-01-16,12,1084,1682,1331,2996,3267,737,1085,NA,685,1693,2253,NA,NA,204,402,1749,2230,431,867,1076,324,290,1327,1113,273,489,933,1004,989,218,646,3754,1504,2556,1050,2499,1290,2901,98,3466,438,156,669
2019-01-16T02:00:00Z,2019-01-16,13,1066,1360,1397,2872,3158,637,1050,NA,638,1682,2346,NA,NA,138,353,1736,2276,604,762,936,347,360,1455,1086,363,543,985,875,992,218,598,3899,1234,2438,1121,2287,1472,1613,89,3467,419,175,572
2019-01-16T03:00:00Z,2019-01-16,14,483,1283,1068,2221,2399,481,765,NA,503,890,1730,NA,NA,62,302,1210,1971,455,450,667,239,280,1234,1041,266,257,914,690,663,170,574,2735,774,1963,558,2263,1334,1609,58,2996,241,80,313
2019-01-16T04:00:00Z,2019-01-16,15,428,1631,932,2065,2298,615,745,NA,507,722,1518,NA,NA,59,282,1278,2257,440,407,651,228,263,1197,1153,249,271,831,537,710,193,756,3090,1164,2234,547,2669,1336,2695,62,3032,272,87,278
2019-01-16T05:00:00Z,2019-01-16,16,471,1979,919,2183,2401,444,835,NA,1040,728,1425,NA,NA,127,435,1858,3114,340,404,770,208,255,1332,1265,396,317,999,618,755,243,1075,3457,2661,3494,723,2339,1447,1724,83,3116,479,71,402
2019-01-16T06:00:00Z,2019-01-16,17,728,4237,1182,2685,2276,657,844,NA,1732,1251,1509,NA,NA,213,654,2653,4940,417,632,901,247,366,1547,1691,350,583,1564,772,963,304,1974,5531,3447,4906,1184,3379,1778,2352,112,3368,649,102,750
2019-01-16T07:00:00Z,2019-01-16,18,360,4142,1173,2040,1592,821,1063,NA,689,716,924,NA,NA,218,378,1431,2939,238,454,884,263,408,1473,1320,204,567,1318,388,1423,323,1191,4375,1411,2466,592,2638,1363,1604,87,2703,256,102,461
2019-01-16T08:00:00Z,2019-01-16,19,194,2109,1005,1324,831,741,1059,NA,267,311,580,NA,NA,141,158,663,1813,126,275,516,282,573,1288,757,108,541,1005,257,1389,369,593,3092,476,1360,271,1638,1187,998,70,1934,148,152,273
2019-01-16T09:00:00Z,2019-01-16,20,115,1738,826,830,439,677,925,NA,145,295,421,NA,NA,188,81,502,1464,130,146,63,318,762,1096,635,53,519,838,265,1172,320,513,2590,224,850,219,794,996,488,57,1288,94,158,220
2019-01-16T10:00:00Z,2019-01-16,21,99,1452,667,594,358,535,738,NA,81,165,356,NA,NA,136,73,368,1246,129,169,47,259,625,867,517,39,543,643,234,902,242,442,2111,153,795,154,649,768,810,39,988,81,163,143
2019-01-16T11:00:00Z,2019-01-16,22,82,1290,526,418,214,418,489,NA,81,157,218,NA,NA,126,89,326,892,67,290,57,138,455,657,376,23,293,555,142,676,202,348,1711,129,497,144,563,467,518,48,691,41,103,86
2019-01-16T12:00:00Z,2019-01-16,23,57,3092,431,187,160,249,282,NA,68,113,184,NA,NA,292,101,221,720,22,68,293,55,217,382,184,3,103,538,119,225,56,352,1565,70,366,89,1082,234,618,5,511,26,19,51
2019-01-16T13:00:00Z,2019-01-17,0,17,654,246,103,74,87,153,NA,10,41,67,NA,NA,71,24,126,288,31,31,260,20,74,233,75,5,45,221,63,129,26,99,497,26,169,64,197,83,120,4,196,13,13,13
2019-01-16T14:00:00Z,2019-01-17,1,NA,86,164,54,41,57,74,NA,13,25,47,NA,NA,16,15,58,112,3,16,175,15,32,97,43,NA,34,53,33,113,19,47,169,17,50,25,131,51,67,3,108,7,17,8
2019-01-16T15:00:00Z,2019-01-17,2,10,26,84,36,16,56,55,NA,4,11,15,NA,NA,6,5,54,124,5,5,89,19,4,59,17,NA,8,34,13,61,4,22,49,6,33,10,42,22,18,1,70,NA,NA,2
2019-01-16T16:00:00Z,2019-01-17,3,2,25,41,13,30,30,24,NA,4,4,12,NA,NA,4,2,12,38,8,10,46,11,8,28,27,3,7,14,25,47,8,13,38,5,13,21,19,23,35,1,27,1,5,2
2019-01-16T17:00:00Z,2019-01-17,4,15,17,40,15,7,13,2,NA,10,13,8,NA,NA,1,1,21,44,12,5,28,7,10,20,30,NA,6,16,3,31,5,27,32,6,25,7,8,14,60,2,25,8,2,5
2019-01-16T18:00:00Z,2019-01-17,5,32,67,51,23,30,27,14,NA,37,69,34,NA,NA,32,14,84,208,9,24,33,15,21,49,67,5,29,20,28,76,12,87,153,110,270,41,55,22,81,4,87,12,4,62
2019-01-16T19:00:00Z,2019-01-17,6,88,167,64,135,70,29,30,NA,180,208,159,NA,NA,53,78,341,815,49,93,62,6,21,147,235,21,86,87,73,164,51,267,935,584,967,215,383,103,310,28,229,76,19,165
2019-01-16T20:00:00Z,2019-01-17,7,311,525,139,294,246,74,80,NA,716,803,428,NA,NA,125,231,1148,1672,89,232,140,38,64,234,609,47,248,166,238,309,85,631,1860,2140,2316,675,950,287,630,40,516,352,52,373
2019-01-16T21:00:00Z,2019-01-17,8,768,948,262,872,644,157,188,NA,1692,2007,882,NA,NA,263,509,2241,3834,243,671,391,128,132,495,851,133,426,364,696,623,154,1478,3832,4424,4024,1322,1688,624,1257,133,1020,583,103,549
2019-01-16T22:00:00Z,2019-01-17,9,737,1521,350,939,785,195,175,NA,951,1311,975,NA,NA,224,369,1491,2178,242,521,260,118,156,528,569,93,283,397,548,746,135,802,2521,2469,2693,878,1221,584,959,97,1270,382,36,309
2019-01-16T23:00:00Z,2019-01-17,10,511,3086,480,1352,1284,193,300,NA,570,757,1267,NA,NA,233,262,1221,1441,220,481,422,178,195,582,665,74,223,487,565,917,174,579,2280,891,1811,556,1551,573,997,71,1903,306,34,198
2019-01-17T00:00:00Z,2019-01-17,11,473,2046,586,1848,1732,371,551,NA,430,868,1431,NA,NA,204,146,1300,1656,301,525,544,179,187,820,864,45,298,582,510,1119,227,540,2322,797,1652,492,1831,801,1282,91,2232,243,50,255
2019-01-17T01:00:00Z,2019-01-17,12,1151,1613,1276,3081,3153,619,952,NA,602,1582,2320,NA,NA,292,195,1646,2324,391,867,1045,326,341,1399,1074,64,484,792,1037,1622,286,711,3555,1839,2476,1078,2033,1364,1432,99,3287,422,117,636
2019-01-17T02:00:00Z,2019-01-17,13,1122,1205,1376,2978,3201,701,987,NA,665,1523,2234,NA,NA,338,258,1724,2432,483,796,997,331,394,1425,1129,132,507,883,934,1653,299,754,3727,1623,2483,940,2199,1411,1689,141,3363,364,127,524
2019-01-17T03:00:00Z,2019-01-17,14,579,1339,1026,2068,2510,497,777,NA,529,870,1705,NA,NA,232,202,1218,1950,294,462,716,286,356,1186,1023,133,333,738,663,1032,219,522,2715,915,1917,539,1992,1207,1528,112,2984,227,75,249
2019-01-17T04:00:00Z,2019-01-17,15,430,1457,866,2310,2342,391,678,NA,536,644,1502,NA,NA,186,200,1345,2378,295,383,684,216,299,1050,1064,87,206,825,545,767,155,722,2761,1314,2312,558,1777,1250,1401,76,3037,299,51,260
2019-01-17T05:00:00Z,2019-01-17,16,496,1836,903,2512,2198,426,714,NA,1045,738,1473,NA,NA,263,353,1907,3185,278,402,726,253,291,1219,1213,82,351,899,613,594,194,1039,3298,2889,3513,769,2068,1357,1504,102,2953,505,66,408
2019-01-17T06:00:00Z,2019-01-17,17,704,3210,1073,3096,2338,541,922,NA,1676,1233,1512,NA,NA,426,536,2638,5094,397,547,924,310,418,1440,1547,82,473,1370,787,712,205,1977,5249,3980,4613,1131,2737,1886,2091,213,3136,695,118,698
2019-01-17T07:00:00Z,2019-01-17,18,366,3403,1044,2553,1718,819,1014,NA,728,671,938,NA,NA,319,301,1319,3008,178,434,936,297,473,1439,1199,39,515,1206,458,634,179,1013,4089,1709,2735,623,2343,1302,1788,90,2744,329,154,403
2019-01-17T08:00:00Z,2019-01-17,19,152,2032,958,1728,1142,667,997,NA,252,365,558,NA,NA,167,147,812,1706,112,330,804,330,546,1169,752,39,509,942,301,530,97,577,2870,532,1321,282,1669,998,1400,84,1921,187,115,194
2019-01-17T09:00:00Z,2019-01-17,20,116,3101,807,1368,934,643,946,NA,150,240,369,NA,NA,156,125,467,1545,117,166,779,277,703,1207,679,17,522,928,196,483,131,499,2908,242,973,228,1019,959,553,55,1618,112,135,192
2019-01-17T10:00:00Z,2019-01-17,21,98,2262,762,890,384,705,821,NA,131,197,351,NA,NA,135,87,482,1481,94,147,586,271,659,1117,645,11,552,896,217,461,102,438,2767,175,872,186,938,804,715,23,1201,68,172,158
2019-01-17T11:00:00Z,2019-01-17,22,100,1158,620,462,212,470,620,NA,114,164,249,NA,NA,144,101,304,1224,58,284,606,160,443,749,511,13,295,725,176,357,98,412,2033,143,676,157,685,532,1095,29,755,45,77,91
2019-01-17T12:00:00Z,2019-01-17,23,42,807,424,221,79,262,290,NA,49,61,179,NA,NA,110,74,223,761,33,95,372,62,305,370,494,10,140,447,148,235,34,329,935,74,378,81,294,237,230,22,407,15,53,49
2019-01-17T13:00:00Z,2019-01-18,0,33,1281,248,120,83,157,166,NA,45,54,83,NA,NA,148,81,131,401,19,38,221,17,76,219,233,4,45,336,83,138,24,155,628,38,187,52,252,123,133,3,216,8,15,21
2019-01-17T14:00:00Z,2019-01-18,1,11,1395,178,109,65,84,55,NA,21,52,78,NA,NA,105,70,59,157,11,22,181,8,34,163,170,2,31,190,74,168,21,50,621,29,87,51,373,130,105,4,234,10,15,11
2019-01-17T15:00:00Z,2019-01-18,2,9,86,197,36,30,72,38,NA,13,8,26,NA,NA,10,9,57,65,43,8,108,4,13,62,128,1,13,46,34,75,6,16,76,14,45,27,32,60,34,3,84,7,2,3
2019-01-17T16:00:00Z,2019-01-18,3,10,101,92,28,25,59,18,NA,6,13,43,NA,NA,8,9,30,48,5,7,67,1,1,30,68,1,5,18,24,68,11,22,46,6,26,38,34,24,48,1,52,2,1,5
2019-01-17T17:00:00Z,2019-01-18,4,8,43,46,14,21,31,13,NA,13,12,14,NA,NA,7,2,13,52,13,7,51,6,12,47,54,2,4,26,21,40,7,36,49,7,40,29,26,22,58,2,51,6,NA,2
2019-01-17T18:00:00Z,2019-01-18,5,30,49,40,33,29,29,26,NA,30,59,46,NA,NA,34,24,83,255,13,27,31,10,14,52,83,7,21,43,27,91,16,105,184,106,281,42,55,21,97,2,101,14,1,38
2019-01-17T19:00:00Z,2019-01-18,6,83,190,84,118,65,27,32,NA,158,221,176,NA,NA,61,71,362,794,48,103,58,9,34,129,321,24,89,75,86,182,35,253,875,523,893,225,369,93,298,21,231,76,24,118
2019-01-17T20:00:00Z,2019-01-18,7,328,407,148,343,254,72,114,NA,694,728,461,NA,NA,120,225,1104,1589,93,218,127,58,69,205,1535,55,257,151,229,311,91,582,1715,2008,2126,670,880,279,654,45,488,306,68,337
2019-01-17T21:00:00Z,2019-01-18,8,783,838,306,879,603,135,175,NA,1650,1856,912,NA,NA,236,534,2164,3855,209,571,293,118,101,474,832,179,364,384,611,621,185,1373,3948,3873,3863,1289,1625,583,1163,118,1028,543,74,480
2019-01-17T22:00:00Z,2019-01-18,9,778,1446,343,998,982,159,197,NA,891,1233,1160,NA,NA,250,362,1502,2057,218,522,295,160,138,476,602,106,254,345,514,755,137,787,2511,2322,2637,875,1225,577,907,92,1319,354,60,298
2019-01-17T23:00:00Z,2019-01-18,10,498,3091,450,1581,1494,220,279,NA,444,812,1275,NA,NA,250,287,1093,1417,205,422,391,173,130,555,603,66,154,450,514,937,179,526,2052,825,1855,533,1325,577,1006,59,1902,251,36,206
2019-01-18T00:00:00Z,2019-01-18,11,404,2133,593,2165,2084,374,481,NA,364,719,1459,NA,NA,196,247,1222,1615,270,430,536,218,168,671,712,101,168,737,466,1109,235,510,2012,756,1732,531,1532,687,1351,58,2391,244,38,185
2019-01-18T01:00:00Z,2019-01-18,12,1258,2090,1408,3429,3120,769,972,NA,568,1397,2091,NA,NA,300,339,1894,2243,344,911,1068,368,285,1243,997,192,359,773,930,1603,241,733,3335,1719,2563,1061,1936,1256,1491,85,3344,543,96,563
2019-01-18T02:00:00Z,2019-01-18,13,1082,1981,1480,3656,3344,788,966,NA,615,1390,2528,NA,NA,373,335,1794,2165,439,796,1015,360,422,1256,1065,282,378,733,1133,1704,221,661,3202,1514,2478,1039,2019,1320,1785,156,3665,518,120,495
2019-01-18T03:00:00Z,2019-01-18,14,486,1646,1071,3138,2592,624,867,NA,438,725,1727,NA,NA,250,250,1283,2028,280,493,710,189,270,1217,989,174,278,712,658,1173,225,686,2662,1012,1878,618,2020,1283,1614,95,3091,261,73,300
2019-01-18T04:00:00Z,2019-01-18,15,409,1892,913,2744,2471,538,795,NA,520,709,1581,NA,NA,209,259,1465,2393,248,387,687,248,313,1262,1141,110,232,822,600,1013,212,783,3086,1374,2334,569,2088,1258,1535,143,3055,318,69,269
2019-01-18T05:00:00Z,2019-01-18,16,499,2400,974,2802,2391,502,840,NA,952,751,1511,NA,NA,364,447,2207,3341,314,459,809,274,258,1349,1341,139,372,1133,631,883,263,1199,3737,2892,3514,738,2295,1426,1598,114,3080,555,90,461
2019-01-18T06:00:00Z,2019-01-18,17,621,3724,1257,3675,2622,739,1088,NA,1466,1274,1734,NA,NA,395,641,2571,4694,308,768,1139,289,325,1682,1623,139,468,1843,825,799,292,1722,5457,3332,4209,983,3301,1833,2597,145,3655,591,105,627
2019-01-18T07:00:00Z,2019-01-18,18,375,5298,1305,2798,1955,1053,1303,NA,639,763,1113,NA,NA,315,360,1397,2921,214,599,1204,247,449,1576,1327,108,535,1879,546,747,182,1022,4852,1313,2365,476,3268,1568,2398,101,3041,232,135,371
2019-01-18T08:00:00Z,2019-01-18,19,210,2764,1230,2235,1431,1313,1396,NA,261,433,715,NA,NA,111,147,870,2123,150,364,1213,420,681,1493,1045,43,479,1367,379,612,205,678,3516,421,1369,290,3427,1258,1957,51,2476,147,115,223
2019-01-18T09:00:00Z,2019-01-18,20,180,2135,1206,1893,1111,1265,1280,NA,165,325,511,NA,NA,125,157,731,1649,138,235,977,451,749,1311,1013,50,541,1483,362,513,134,678,3108,255,1059,218,3038,1199,1135,49,2086,139,140,182
2019-01-18T10:00:00Z,2019-01-18,21,141,2082,1097,1154,534,1006,1153,NA,133,223,445,NA,NA,162,169,583,1811,91,199,1160,347,912,1439,907,33,475,1371,321,469,113,598,3205,182,908,252,1786,1094,1336,25,1896,106,100,159
2019-01-18T11:00:00Z,2019-01-18,22,133,4751,1000,642,372,971,997,NA,175,253,487,NA,NA,547,445,589,1884,100,497,1072,280,699,1141,713,29,289,1499,415,388,109,700,3615,184,878,257,1507,790,1726,26,1545,82,134,104
2019-01-18T12:00:00Z,2019-01-18,23,85,2515,922,378,327,630,698,NA,138,210,397,NA,NA,403,264,503,1613,37,199,908,152,520,1044,401,7,246,1170,450,318,97,555,2928,116,649,180,2116,548,2286,6,1304,73,74,72
2019-01-18T13:00:00Z,2019-01-19,0,31,425,645,243,161,332,396,NA,62,86,175,NA,NA,113,65,300,948,24,50,585,63,202,501,201,14,110,671,273,205,67,347,977,58,305,111,294,293,338,7,620,30,29,37
2019-01-18T14:00:00Z,2019-01-19,1,34,863,573,151,95,236,280,NA,22,37,134,NA,NA,86,55,119,560,12,31,427,38,98,372,96,7,52,335,239,155,42,209,556,17,177,55,234,207,148,5,506,21,12,15
2019-01-18T15:00:00Z,2019-01-19,2,9,43,328,125,85,155,152,NA,15,22,47,NA,NA,17,9,78,376,20,24,339,16,48,264,61,6,10,183,292,122,18,153,251,16,76,41,60,123,68,6,267,11,NA,5
2019-01-18T16:00:00Z,2019-01-19,3,16,27,308,70,82,91,107,NA,13,21,51,NA,NA,7,6,61,195,37,15,269,10,13,243,95,2,10,150,177,86,14,106,77,18,53,21,16,77,79,3,180,14,1,8
2019-01-18T17:00:00Z,2019-01-19,4,15,25,200,46,19,74,54,NA,5,21,25,NA,NA,9,9,33,141,50,11,138,14,11,89,775,1,9,54,97,91,8,110,63,16,110,8,30,34,35,NA,105,8,4,12
2019-01-18T18:00:00Z,2019-01-19,5,9,61,145,53,17,49,24,NA,7,40,36,NA,NA,11,12,45,107,22,15,94,15,7,50,788,4,13,26,23,64,19,63,102,25,138,32,23,25,47,2,74,7,6,17
2019-01-18T19:00:00Z,2019-01-19,6,15,73,74,44,44,44,12,NA,27,47,52,NA,NA,32,33,87,247,41,36,59,11,10,81,391,5,37,36,30,144,29,109,227,68,231,51,66,58,80,8,104,15,8,52
2019-01-18T20:00:00Z,2019-01-19,7,44,241,97,173,118,28,57,NA,38,90,131,NA,NA,35,60,175,400,35,55,55,17,45,155,369,16,91,89,62,293,63,129,610,52,464,85,227,100,131,15,212,24,33,100
2019-01-18T21:00:00Z,2019-01-19,8,99,523,153,370,223,118,97,NA,97,143,247,NA,NA,42,85,378,597,183,67,138,56,66,233,341,23,166,129,129,487,140,229,1089,109,716,131,376,165,296,19,442,64,36,135
2019-01-18T22:00:00Z,2019-01-19,9,202,1590,239,826,653,137,192,NA,138,247,684,NA,NA,113,183,778,1011,184,192,292,114,89,405,716,66,309,266,203,926,265,450,1879,145,1044,245,634,374,659,45,957,95,76,257
2019-01-18T23:00:00Z,2019-01-19,10,245,3773,466,1544,1593,287,365,NA,198,285,1119,NA,NA,272,315,800,1476,359,232,411,163,155,631,879,47,451,513,230,1176,378,645,2838,165,1304,307,1191,553,1113,39,1847,154,94,304
2019-01-19T00:00:00Z,2019-01-19,11,175,3233,702,2314,2289,488,696,NA,194,322,1239,NA,NA,251,285,990,1725,305,282,550,199,225,885,1099,78,470,795,261,1554,401,754,3080,187,1238,296,1290,826,1681,58,2348,142,129,331
2019-01-19T01:00:00Z,2019-01-19,12,254,2542,803,2842,2569,688,1114,NA,232,369,1486,NA,NA,177,248,873,1893,220,285,731,238,303,1221,1304,107,514,939,261,1713,404,638,3321,162,1266,243,1471,1046,2134,84,2924,121,159,316
