Date_Time,Date,Time,Alfred Place,Birrarung Marr,Bourke St-Russell St (West),Bourke Street Mall (North),Bourke Street Mall (South),Chinatown-Lt Bourke St (South),Chinatown-Swanston St (North),City Square,Collins Place (North),Collins Place (South),Collins St (North),Flagstaff Station,Flinders St-Elizabeth St (East),Flinders St-Spark La,Flinders St-Spring St (West),Flinders St-Swanston St (West),Flinders Street Station Underpass,Grattan St-Swanston St (West),Lonsdale St-Spring St (West),Lonsdale St (South),Lygon St (East),Lygon St (West),Melbourne Central,Melbourne Convention Exhibition Centre,Monash Rd-Swanston St (West),New Quay,Princes Bridge,Queen St (West),QV Market-Elizabeth St (West),QV Market-Peel St,Sandridge Bridge,Southbank,Southern Cross Station,Spencer St-Collins St (North),Spencer St-Collins St (South),St Kilda Rd-Alexandra Gardens,State Library,The Arts Centre,Tin Alley-Swanston St (West),Town Hall (West),Victoria Point,Waterfront City,Webb Bridge
2019-01-28T07:00:00Z,2019-01-28,18,100,NA,845,1939,925,330,1139,NA,69,198,387,NA,NA,95,61,583,1483,106,92,645,195,490,1482,940,72,439,736,146,392,104,493,1577,174,858,156,843,1165,728,34,1843,72,203,198
2019-01-28T08:00:00Z,2019-01-28,19,86,NA,925,1330,462,368,1088,NA,67,112,323,NA,NA,103,57,414,1121,97,154,646,232,578,1286,478,73,521,762,90,471,93,456,1558,116,777,112,626,1052,527,40,1512,59,152,164
2019-01-28T09:00:00Z,2019-01-28,20,71,NA,843,644,314,527,805,NA,44,112,224,NA,NA,90,44,386,1128,71,106,581,243,660,1087,521,53,560,689,104,444,95,436,1275,133,557,152,616,856,348,27,1108,68,198,164
2019-01-28T10:00:00Z,2019-01-28,21,49,NA,623,463,240,426,714,NA,76,95,198,NA,NA,64,50,339,1118,72,86,550,237,739,941,474,38,560,690,93,304,89,443,1345,119,591,134,456,642,320,29,892,45,226,132
2019-01-28T11:00:00Z,2019-01-28,22,26,NA,520,303,162,242,410,NA,28,52,110,NA,NA,42,18,256,782,44,49,437,152,433,560,344,14,295,451,59,254,62,321,713,53,362,108,246,454,165,15,659,21,111,66
2019-01-28T12:00:00Z,2019-01-28,23,16,NA,329,138,83,133,228,NA,23,43,66,NA,NA,23,19,169,580,57,15,247,69,228,304,156,10,95,225,38,176,43,267,376,42,238,58,102,165,108,12,351,12,31,29
2019-01-28T13:00:00Z,2019-01-29,0,37,NA,267,71,33,61,117,NA,8,12,42,NA,NA,11,7,149,233,60,8,183,14,38,151,94,4,31,102,21,97,26,67,162,29,136,56,65,78,65,4,150,9,20,16
2019-01-28T14:00:00Z,2019-01-29,1,10,NA,129,34,19,50,89,NA,3,23,23,NA,NA,4,3,40,56,15,10,138,15,12,52,27,3,17,46,14,70,11,20,85,11,29,15,42,40,28,2,68,5,5,15
2019-01-28T15:00:00Z,2019-01-29,2,NA,NA,105,18,17,37,46,NA,7,2,19,NA,NA,2,6,33,17,6,2,56,1,6,23,17,NA,9,22,6,46,7,5,43,7,23,10,24,41,28,2,27,1,1,3
2019-01-28T16:00:00Z,2019-01-29,3,NA,NA,36,9,8,18,24,NA,3,6,12,NA,NA,1,NA,14,37,1,5,34,6,11,30,33,NA,8,6,10,46,6,11,15,2,18,8,4,21,31,NA,20,NA,6,2
2019-01-28T17:00:00Z,2019-01-29,4,6,NA,47,25,7,23,22,NA,4,9,27,NA,NA,5,8,19,52,13,7,22,11,8,20,34,1,8,14,3,34,6,24,34,10,41,7,22,13,80,NA,31,NA,4,4
2019-01-28T18:00:00Z,2019-01-29,5,37,NA,90,64,27,19,27,NA,27,54,41,NA,NA,18,16,86,171,13,20,29,9,13,48,55,2,27,26,20,64,16,93,107,107,220,42,83,47,98,3,92,18,6,51
2019-01-28T19:00:00Z,2019-01-29,6,95,NA,182,136,70,33,28,NA,155,198,102,NA,NA,37,80,356,654,53,87,60,13,23,96,241,15,117,76,66,113,34,269,560,573,785,226,407,75,364,20,191,78,19,138
2019-01-28T20:00:00Z,2019-01-29,7,396,NA,297,406,226,100,101,NA,774,823,367,NA,NA,118,258,1169,1706,129,151,134,45,77,260,635,60,229,190,248,287,100,684,1595,2403,2355,789,905,307,915,44,452,292,71,419
2019-01-28T21:00:00Z,2019-01-29,8,774,NA,573,867,587,239,186,NA,1798,2158,868,NA,NA,252,638,2299,4014,277,122,307,93,109,509,1179,247,414,330,734,540,185,1469,3073,4153,4228,1598,1655,602,1512,133,992,630,84,616
2019-01-28T22:00:00Z,2019-01-29,9,740,NA,481,933,634,214,183,NA,940,1236,826,NA,NA,218,268,1511,1907,261,77,254,97,128,460,514,275,270,274,564,604,150,636,1305,2205,2630,861,1030,588,907,125,1046,428,45,284
2019-01-28T23:00:00Z,2019-01-29,10,493,129,552,1251,1094,248,383,NA,569,801,1114,NA,NA,140,137,1024,1068,326,77,322,155,166,640,451,170,132,363,488,699,167,321,987,934,1781,663,1061,684,855,122,1532,323,26,152
2019-01-29T00:00:00Z,2019-01-29,11,474,255,696,1969,1435,303,590,NA,481,693,1368,NA,NA,129,194,1132,1318,425,111,465,162,166,747,612,181,163,471,497,915,210,309,1175,824,1624,463,1169,797,964,102,1931,218,36,191
2019-01-29T01:00:00Z,2019-01-29,12,1292,266,1238,3056,2605,532,1097,NA,694,1736,2073,NA,NA,290,288,1618,1921,476,179,869,293,265,1199,819,260,300,624,950,1388,194,475,2336,1691,2584,1170,1478,1290,1280,123,3081,514,69,497
2019-01-29T02:00:00Z,2019-01-29,13,1197,231,1285,3528,2725,415,1160,NA,712,1589,2139,NA,NA,330,326,1588,1962,555,348,898,288,356,1273,767,336,213,511,821,1182,191,445,2180,1438,2493,1019,1410,1300,1303,182,3085,456,70,361
2019-01-29T03:00:00Z,2019-01-29,14,557,231,1020,2714,1963,284,1006,NA,496,764,1515,NA,NA,169,199,1043,1749,380,473,596,200,249,1169,657,244,120,590,617,824,206,430,1398,838,1864,481,1237,1066,1127,154,2740,245,39,192
2019-01-29T04:00:00Z,2019-01-29,15,378,217,771,2407,1685,251,1056,NA,491,719,1341,NA,NA,197,240,1237,1926,439,391,545,133,223,1171,679,256,103,466,498,534,144,523,1312,1314,2131,443,1300,992,1325,122,2593,327,39,184
2019-01-29T05:00:00Z,2019-01-29,16,490,288,832,2380,1727,251,898,NA,1069,840,1124,NA,NA,135,438,1862,2633,470,372,520,159,254,1279,751,299,151,533,545,487,157,856,1510,2515,3472,708,1654,1228,1643,74,2515,615,46,380
2019-01-29T06:00:00Z,2019-01-29,17,651,776,993,2582,1792,364,867,NA,1796,1409,1217,NA,NA,152,625,2425,4845,429,486,774,195,302,1493,1219,367,312,849,692,562,220,1667,2772,3344,4849,1200,2621,1777,2334,130,3075,884,99,727
2019-01-29T07:00:00Z,2019-01-29,18,341,605,909,2193,1295,439,1072,NA,827,829,819,NA,NA,155,299,1402,2838,266,371,698,147,286,1244,981,206,321,965,421,474,230,999,2278,1673,2570,567,1896,1458,1676,78,2340,379,92,403
2019-01-29T08:00:00Z,2019-01-29,19,165,286,882,1387,584,443,911,NA,310,372,409,NA,NA,109,101,613,1553,179,219,662,137,401,1222,421,190,365,732,212,442,177,578,1600,480,1248,283,1409,1124,1169,44,1605,215,108,235
2019-01-29T09:00:00Z,2019-01-29,20,113,216,740,886,457,499,822,NA,130,204,347,NA,NA,83,79,463,1276,117,89,579,170,523,1095,425,74,479,676,169,443,107,450,1421,253,786,227,818,893,604,37,1235,94,150,173
2019-01-29T10:00:00Z,2019-01-29,21,75,133,604,557,274,352,572,NA,78,150,266,NA,NA,101,52,362,1220,152,98,490,177,395,847,308,83,417,684,197,352,84,412,1385,148,673,163,597,563,838,55,884,69,130,120
2019-01-29T11:00:00Z,2019-01-29,22,55,93,468,350,194,335,416,NA,72,117,151,NA,NA,49,66,355,946,84,255,473,79,289,621,194,53,271,504,82,229,72,325,819,112,465,125,401,416,530,31,528,36,87,63
2019-01-29T12:00:00Z,2019-01-29,23,61,44,289,146,108,115,266,NA,39,53,54,NA,NA,31,26,247,614,30,35,249,46,142,339,111,9,117,275,35,205,31,250,441,48,267,60,195,167,321,14,330,12,44,27
2019-01-29T13:00:00Z,2019-01-30,0,16,14,197,77,61,84,154,NA,6,13,30,NA,NA,12,6,128,219,33,20,173,33,55,128,34,4,19,122,32,131,24,90,94,14,175,31,72,82,105,2,106,6,5,7
2019-01-29T14:00:00Z,2019-01-30,1,9,14,134,47,30,57,98,NA,5,14,13,NA,NA,9,3,41,70,4,6,121,10,15,81,34,1,10,43,13,73,13,23,30,14,100,34,22,41,29,NA,72,NA,5,9
2019-01-29T15:00:00Z,2019-01-30,2,11,6,49,23,22,23,52,NA,6,6,5,NA,NA,3,7,46,28,2,4,78,4,5,36,23,NA,2,36,11,51,2,55,41,2,15,24,14,28,37,1,32,1,4,2
2019-01-29T16:00:00Z,2019-01-30,3,7,7,58,15,4,30,10,NA,4,11,15,NA,NA,7,8,21,39,1,6,41,3,1,16,16,1,4,60,8,36,1,12,20,3,18,14,31,29,35,NA,15,1,2,6
2019-01-29T17:00:00Z,2019-01-30,4,9,9,58,13,25,9,23,NA,4,20,5,NA,NA,6,7,18,32,16,10,29,7,16,20,74,1,4,13,4,31,9,22,20,10,42,8,12,15,51,2,29,1,2,5
2019-01-29T18:00:00Z,2019-01-30,5,15,NA,42,61,22,38,22,NA,35,59,50,NA,NA,28,16,113,247,18,22,25,9,12,39,80,5,37,30,29,32,9,105,214,109,286,45,102,28,116,5,91,26,7,48
2019-01-29T19:00:00Z,2019-01-30,6,96,NA,117,157,88,24,40,NA,163,228,178,NA,NA,58,94,349,935,55,32,69,15,37,117,265,20,101,82,79,98,25,278,962,631,981,238,452,90,418,30,243,75,40,158
2019-01-29T20:00:00Z,2019-01-30,7,385,NA,213,389,217,82,99,NA,770,778,415,NA,NA,140,265,1140,1853,130,14,142,49,63,217,633,63,267,168,261,251,69,678,1220,2066,2101,708,980,311,908,51,480,314,76,484
2019-01-29T21:00:00Z,2019-01-30,8,836,237,351,868,613,162,156,NA,1830,2249,954,NA,NA,158,539,2261,3984,359,202,316,110,118,459,867,238,394,308,810,448,182,1365,2493,3828,3959,1485,1765,658,1604,145,989,589,112,586
2019-01-29T22:00:00Z,2019-01-30,9,711,NA,331,783,718,231,126,NA,917,1280,913,NA,NA,148,411,1471,1988,518,106,274,119,113,490,483,317,195,266,519,456,135,645,1554,2241,2535,934,1020,624,838,164,1036,431,42,308
2019-01-29T23:00:00Z,2019-01-30,10,460,NA,506,1200,1089,390,NA,NA,522,788,1067,NA,NA,168,203,1024,1194,368,142,396,172,122,605,355,254,93,333,509,479,149,317,1022,911,1733,612,1013,609,797,235,1407,241,12,182
2019-01-30T00:00:00Z,2019-01-30,11,435,NA,614,1693,1426,293,477,NA,434,703,1169,NA,NA,88,213,1000,1489,320,177,438,170,167,659,476,168,110,489,467,522,136,362,1104,757,1648,510,1237,756,1269,97,1901,209,28,196
2019-01-30T01:00:00Z,2019-01-30,12,1253,NA,1145,2960,2451,396,1059,NA,614,1546,1978,NA,NA,251,291,1511,2244,378,199,787,327,259,995,606,266,186,676,992,932,177,434,2185,1600,2608,1053,1590,1244,2153,128,2825,475,59,461
2019-01-30T02:00:00Z,2019-01-30,13,1208,NA,1130,3146,2538,404,1010,NA,617,1549,2092,NA,NA,338,307,1600,1934,516,250,804,271,288,1145,555,326,200,649,728,818,188,403,1790,1425,2399,895,1439,1143,1189,139,2944,423,56,324
2019-01-30T03:00:00Z,2019-01-30,14,548,NA,790,2251,1752,267,822,NA,470,813,1454,NA,NA,160,191,1108,1583,451,490,481,183,242,1003,567,230,110,552,650,482,140,353,1215,908,1802,500,1149,958,1224,116,2484,272,39,162
2019-01-30T04:00:00Z,2019-01-30,15,380,NA,767,1978,1715,360,856,NA,527,636,1239,NA,NA,148,240,1168,1815,431,392,587,146,201,1053,628,278,122,517,508,530,111,509,1251,1290,2255,480,1582,1090,1875,143,2498,302,36,199
2019-01-30T05:00:00Z,2019-01-30,16,435,NA,818,2229,1795,292,721,NA,1017,678,1165,NA,NA,151,413,1749,2653,463,344,596,148,223,1121,737,373,147,635,576,558,160,812,1602,2698,3555,666,1547,1161,1475,104,2617,714,34,402
2019-01-30T06:00:00Z,2019-01-30,17,686,NA,856,2095,1763,413,652,NA,2062,1336,1245,NA,NA,197,646,2515,4302,337,630,675,135,180,805,1009,360,234,606,738,666,239,1496,2643,3761,5174,1187,1559,1372,1800,164,2440,750,40,629
2019-01-30T07:00:00Z,2019-01-30,18,341,NA,900,1766,1169,497,827,NA,773,653,920,NA,NA,137,230,1455,2400,202,370,771,132,272,1076,693,128,412,611,417,935,234,904,1905,1705,2792,518,1107,1420,1115,101,2271,367,63,333
2019-01-30T08:00:00Z,2019-01-30,19,169,NA,749,1083,586,589,795,NA,264,274,369,NA,NA,104,84,782,1404,156,256,646,173,369,1040,319,53,361,433,240,874,247,471,1255,566,1170,258,748,975,815,110,1348,170,109,168
2019-01-30T09:00:00Z,2019-01-30,20,104,NA,650,683,383,652,682,NA,145,205,373,NA,NA,98,66,435,1091,147,135,548,159,433,1030,247,34,359,458,228,816,203,373,1121,244,820,212,420,840,294,50,1104,89,82,120
2019-01-30T10:00:00Z,2019-01-30,21,61,NA,541,457,286,406,401,NA,87,134,257,NA,NA,57,63,372,985,144,122,503,167,304,581,207,22,178,315,163,717,145,265,997,106,711,171,294,582,630,29,770,93,43,76
2019-01-30T11:00:00Z,2019-01-30,22,110,NA,418,368,175,366,309,NA,55,104,148,NA,NA,54,58,501,772,45,280,359,69,165,394,161,12,242,241,99,395,109,249,785,112,604,119,206,337,276,23,481,82,50,68
2019-01-30T12:00:00Z,2019-01-30,23,23,NA,319,125,85,282,204,NA,37,36,86,NA,NA,13,16,214,466,26,39,240,53,101,310,71,37,60,163,65,180,37,158,313,70,302,56,90,190,88,47,264,48,18,29
2019-01-30T13:00:00Z,2019-01-31,0,19,NA,162,64,39,111,74,NA,4,34,47,NA,NA,6,20,112,168,27,14,194,16,39,168,55,3,17,81,24,127,21,48,156,28,141,49,64,86,55,3,106,12,7,11
2019-01-30T14:00:00Z,2019-01-31,1,14,NA,99,59,23,42,64,NA,6,19,19,NA,NA,4,14,44,98,104,3,99,9,21,77,72,2,9,27,24,55,11,41,39,4,29,24,28,41,23,2,57,6,5,3
2019-01-30T15:00:00Z,2019-01-31,2,2,NA,61,19,17,30,18,NA,3,12,6,NA,NA,NA,2,42,37,208,5,71,5,6,26,10,NA,5,18,15,48,4,11,18,8,18,12,12,26,28,1,99,8,1,2
2019-01-30T16:00:00Z,2019-01-31,3,5,NA,34,NA,11,14,12,NA,4,8,13,NA,NA,3,2,30,44,219,6,18,10,13,20,15,1,5,19,8,60,7,7,26,8,36,10,7,4,26,NA,29,NA,NA,2
2019-01-30T17:00:00Z,2019-01-31,4,5,NA,17,NA,15,32,9,NA,10,8,10,NA,NA,2,3,9,47,158,8,23,9,24,22,30,NA,12,12,4,31,9,24,24,11,19,11,10,5,56,2,38,2,1,3
2019-01-30T18:00:00Z,2019-01-31,5,19,NA,42,NA,15,12,16,NA,41,67,45,NA,NA,27,16,100,227,264,18,19,12,8,48,50,1,18,24,20,65,9,107,143,86,265,57,57,27,94,2,64,21,3,52
2019-01-30T19:00:00Z,2019-01-31,6,103,NA,97,NA,71,20,30,NA,159,214,128,NA,NA,32,84,341,1005,322,111,90,10,27,105,226,21,89,60,89,153,47,253,746,545,969,259,325,107,298,34,217,64,27,120
2019-01-30T20:00:00Z,2019-01-31,7,292,NA,196,NA,208,95,105,NA,753,820,399,NA,NA,80,249,1225,1888,313,50,146,45,93,224,543,39,233,137,254,313,107,677,1250,1908,2173,662,887,300,801,39,458,287,66,385
2019-01-30T21:00:00Z,2019-01-31,8,856,NA,342,NA,595,184,168,NA,1764,2156,833,NA,NA,215,583,2173,3964,495,73,310,95,119,413,802,227,411,307,709,594,212,1407,2202,3260,3981,1573,1507,643,1629,193,899,528,86,568
2019-01-30T22:00:00Z,2019-01-31,9,683,NA,365,NA,777,181,174,NA,1020,1354,937,NA,NA,149,420,1612,2168,475,421,298,115,128,494,452,276,291,293,540,679,146,754,1359,2273,2816,972,902,612,1024,203,1035,433,35,319
2019-01-30T23:00:00Z,2019-01-31,10,482,NA,425,NA,1055,277,299,NA,516,859,1132,NA,NA,139,223,1085,1348,636,458,345,205,186,664,434,177,213,381,526,827,197,456,1144,950,1596,600,981,653,896,100,1381,281,49,165
2019-01-31T00:00:00Z,2019-01-31,11,462,161,637,1316,1507,390,552,NA,440,821,1424,NA,NA,109,179,1157,1418,647,475,496,232,198,726,550,267,216,530,631,1070,262,446,1352,867,1555,593,1166,836,1215,121,1931,285,59,227
2019-01-31T01:00:00Z,2019-01-31,12,1239,392,1483,2766,2804,723,1091,NA,640,1729,1968,NA,NA,141,346,1592,2322,537,861,977,286,255,1216,879,317,458,646,989,1595,296,646,2621,1485,2429,1145,1537,1355,1393,147,3100,528,135,636
2019-01-31T02:00:00Z,2019-01-31,13,1330,258,1590,2978,2965,778,1139,NA,703,1655,2115,NA,NA,131,293,1662,2421,621,851,991,326,388,1377,867,358,351,812,854,1503,320,692,2699,1233,2383,1135,1726,1587,1508,140,3355,441,113,545
2019-01-31T03:00:00Z,2019-01-31,14,700,NA,1105,2154,2351,453,837,NA,554,888,1801,NA,NA,78,255,1198,2004,468,495,675,231,276,1156,746,282,250,796,633,1088,224,568,1733,840,1955,591,1657,1253,1355,149,2948,298,67,213
2019-01-31T04:00:00Z,2019-01-31,15,451,NA,968,2428,2180,516,873,NA,589,757,1427,NA,NA,112,319,1243,2236,497,461,636,176,260,1353,892,323,249,756,528,686,211,726,1846,1194,2178,576,1665,1246,1526,115,2861,307,56,259
2019-01-31T05:00:00Z,2019-01-31,16,522,NA,950,2374,2233,398,814,NA,963,734,1335,NA,NA,98,409,1778,2927,393,433,570,153,247,1208,1089,281,222,909,572,600,173,1024,1940,2413,3479,680,1864,1508,1644,128,2793,613,64,416
2019-01-31T06:00:00Z,2019-01-31,17,684,NA,1162,2937,2430,574,901,NA,1848,1307,1463,NA,NA,199,541,2507,4828,463,629,908,191,381,1568,1366,392,414,1173,782,723,226,1716,2784,3480,4777,1154,2500,1814,2348,183,3166,891,66,701
2019-01-31T07:00:00Z,2019-01-31,18,377,NA,1126,2523,1756,638,1065,NA,828,769,1032,NA,NA,145,281,1420,3123,306,444,893,236,491,1478,1085,233,386,1105,480,581,250,1120,2459,1528,2698,612,2057,1522,1960,107,2577,439,93,471
2019-01-31T08:00:00Z,2019-01-31,19,144,NA,1010,1560,1009,747,1093,NA,295,337,536,NA,NA,83,106,701,1866,234,253,761,266,495,1082,410,155,348,798,249,464,158,612,1864,468,1347,278,1398,1056,1669,69,1648,183,63,215
2019-01-31T09:00:00Z,2019-01-31,20,103,NA,942,1185,700,527,863,NA,164,215,365,NA,NA,58,74,525,1468,281,191,650,240,542,957,410,165,345,708,234,417,138,505,1432,227,922,272,667,981,436,134,1439,122,75,128
2019-01-31T10:00:00Z,2019-01-31,21,66,NA,763,726,395,499,749,NA,120,138,317,NA,NA,64,70,456,1276,146,174,558,197,462,927,297,45,241,501,239,350,97,360,1250,114,814,210,520,719,791,35,1066,71,119,125
2019-01-31T11:00:00Z,2019-01-31,22,104,NA,618,324,203,358,442,NA,81,130,211,NA,NA,50,56,323,979,81,342,452,83,310,583,214,19,181,496,154,268,102,296,1000,95,587,135,759,449,1444,14,702,39,50,62
2019-01-31T12:00:00Z,2019-01-31,23,12,NA,394,169,95,198,245,NA,57,75,145,NA,NA,17,26,203,614,63,47,317,50,187,333,151,7,65,234,99,171,37,230,409,54,323,80,121,177,187,7,358,29,24,35
